,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.1_RfR Total Costs,A.1_Expected Evacuation Costs,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.2_RfR Total Costs,A.2_Expected Evacuation Costs,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.3_RfR Total Costs,A.3_Expected Evacuation Costs,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.4_RfR Total Costs,A.4_Expected Evacuation Costs,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,A.5_RfR Total Costs,A.5_Expected Evacuation Costs
288,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,2,1,0,0,8,3,0,0,0,3,7,0,3,1,0,0,0.0,32694901.094161935,0.0,0,0,0.0,143874485.18893084,0.0,0,0,0.0,24198032.45136138,0.0,0,0,619808.1983563234,24956580.074387155,3.469629512010967e-05,0,0,6581460.363368401,25037214.086173728,0.0006791162875961726,0,0
289,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,2,1,0,1,0,7,0,0,0,10,0,2,0,0,1,0.0,72222705.9376919,0.0,0,0,0.0,114065823.89018795,0.0,0,0,0.0,0.0,0.0,0,0,0.0,30644404.427416287,0.0,0,0,15427938.556556946,25037214.086173728,0.01055488210358814,0,0
290,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,2,2,0,0,0,0,0,1,6,2,7,0,0,0,4,0,0.0,37255203.23710208,0.0,0,0,3805643.2350541446,0.0,0.0004225144601579572,0,0,0.0,80816885.36789525,0.0,0,0,2069322.1867582793,14261651.781499248,0.00011608226686111965,0,0,4541809.056612322,33377116.55719709,0.0004621376393328586,0,0
291,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,2,1,0,0,1,3,0,2,0,3,4,0,0,0,0,0,0.0,32694901.094161935,0.0,0,0,0.0,87722647.49511826,0.0,0,0,0.0,48047840.36663434,0.0,0,0,13587334.371413209,9695195.36216505,0.0006736817986273645,0,0,0.0,0.0,0.0,0,0
292,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,7,0,7,0,3,7,0,7,0,2,0,0.0,32694901.094161935,0.0,0,0,0.0,73315450.27094865,0.0,0,0,0.0,64835987.44502628,0.0,0,0,619808.1983563234,32304948.475029543,3.469629512010967e-05,0,0,6244490.5437837625,27578229.96765524,0.0006388110305688894,0,0
293,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,2,1,0,0,0,6,2,0,0,0,2,0,0,3,3,0,0.0,32694901.094161935,0.0,0,0,1268547.7450180482,118427379.06875929,0.00014083815338598573,0,0,0.0,0.0,0.0,0,0,54303029.185359076,7332080.219521779,0.0022938892243065737,0,0,0.0,63921995.57957761,0.0,0,0
294,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,3,0,2,0,2,3,0,0,0,7,7,0,0,1,3,4,0.0,37255203.23710208,0.0,0,0,0.0,93986630.59767582,0.0,0,0,1185192.2880262756,34221561.73832255,0.00019610396485055228,0,0,923214.5457338708,14261651.781499248,4.111789795630768e-05,0,0,1959299.268912304,94604301.47100274,0.00016162579638626188,0,0
295,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,3,7,3,7,0,3,1,3,0,0,6,0,0,0,0,0,0.0,216994165.29853836,0.0,0,0,2827922.8377888505,90143923.5488522,0.000252123975209436,0,0,0.0,24198032.45136138,0.0,0,0,6197325.774418827,12586457.998778107,0.0002644223091019756,0,0,4925281.566274531,0.0,0.0004005284069240222,0,0
296,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,2,0,0,0,3,3,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,0.0,153141651.80359086,0.0,0,0,0.0,0.0,0.0,0,0,96735468.07249533,0.0,0.003555845384964136,0,0,0.0,25037214.086173728,0.0,0,0
297,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,2,0,0,2,0,0,0,0,7,0,1,0,0,6,3,0,0.0,37255203.23710208,0.0,0,0,3805643.2350541446,0.0,0.0004225144601579572,0,0,0.0,34221561.73832255,0.0,0,0,74127704.39710285,6320800.309666242,0.0028813144580610434,0,0,0.0,77404471.7832109,0.0,0,0
298,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,3,1,0,0,7,6,7,0,1,0,6,0,0,1,0,0,0.0,32694901.094161935,0.0,0,0,0.0,270346921.93940926,0.0,0,0,592596.1440131378,20299287.62732069,9.805198242527614e-05,0,0,3611314.999411758,12586457.998778107,0.0001522617317270425,0,0,0.0,25037214.086173728,0.0,0,0
299,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,3,0,0,0,0,2,0,0,0,0,7,0,0,5,3,4,0.0,0.0,0.0,0,0,2827922.8377888505,42818415.6714978,0.000252123975209436,0,0,1185192.2880262756,0.0,0.00019610396485055228,0,0,613310.4465557091,14261651.781499248,2.7239379908263812e-05,0,0,0.0,116251007.40722865,0.0,0,0
300,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,7,1,0,0,5,0,0,1,0,6,0.0,32694901.094161935,0.0,0,0,2537095.4900360964,73315450.27094865,0.001877842045146476,0,0,0.0,20299287.62732069,0.0,0,0,10030624.064530045,11068771.68625446,0.0033795853477416923,0,0,0.0,66687072.31506137,0.0,0,0
301,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,2,1,0,0,1,0,6,0,0,0,4,0,0,7,3,0,0.0,32694901.094161935,0.0,0,0,0.0,106547043.08732629,0.0,0,0,0.0,0.0,0.0,0,0,13587334.371413209,9695195.36216505,0.0006736817986273645,0,0,0.0,82593104.13074732,0.0,0,0
302,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,2,1,0,0,0,0,0,7,7,0,7,0,3,0,3,0,0.0,32694901.094161935,0.0,0,0,0.0,0.0,0.0,0,0,0.0,77517373.55736606,0.0,0,0,619808.1983563234,24956580.074387155,3.469629512010967e-05,0,0,6244490.5437837625,30351526.042379983,0.0006388110305688894,0,0
303,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,3,0,7,0,3,7,0,7,0,3,0,0.0,0.0,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,64835987.44502628,0.0,0,0,619808.1983563234,32304948.475029543,3.469629512010967e-05,0,0,6244490.5437837625,30351526.042379983,0.0006388110305688894,0,0
304,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,2,6,1,0,0,3,3,0,0,0,7,0,0,0,0,3,0.0,100714900.1874114,0.0,0,0,1268547.7450180482,100759376.17493644,0.00014083815338598573,0,0,0.0,0.0,0.0,0,0,695018.1546217958,14261651.781499248,3.885413660905193e-05,0,0,12171442.34074673,30351526.042379983,0.001242476651873294,0,0
305,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,2,0,0,0,4,0,0,0,1,0,4,0,0,1,1,6,0.0,0.0,0.0,0,0,0.0,53358573.6002109,0.0,0,0,592596.1440131378,20299287.62732069,0.0001225649780315952,0,0,13584085.495512903,9695195.36216505,0.0006733582635099746,0,0,0.0,94003040.7224447,0.0,0,0
306,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,2,0,1,0,7,6,0,1,0,0,5,6,3,0,0,0,0.0,32694901.094161935,0.0,0,0,0.0,156873190.62123483,0.0,0,0,0.0,20299287.62732069,0.0,0,0,3351925.7522781207,38191150.24818995,0.00016981421679467714,0,0,12765076.731013153,0.0,0.0013081805189077034,0,0
307,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,0,0,0,0,3,0,0,0,7,7,0,0,1,0,0.0,47847947.961454235,0.0,0,0,5655845.675577701,47842699.56310011,0.000504247950418872,0,0,592596.1440131378,0.0,9.805198242527614e-05,0,0,0.0,32304948.475029543,0.0,0,0,4547318.944569591,25037214.086173728,0.0003719946265590056,0,0
308,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,2,0,1,0,7,0,0,1,0,0,5,1,3,0,0,0,0.0,32694901.094161935,0.0,0,0,0.0,73315450.27094865,0.0,0,0,0.0,20299287.62732069,0.0,0,0,4556780.3773821425,28887426.50547571,0.00023336445005340818,0,0,8589813.62250676,0.0,0.0008787174179349223,0,0
309,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,3,7,0,0,0,7,0,0,7,3,0,0.0,32694901.094161935,0.0,0,0,1268547.7450180482,128933649.86623067,0.00014083815338598573,0,0,0.0,0.0,0.0,0,0,695018.1546217958,14261651.781499248,3.885413660905193e-05,0,0,0.0,82593104.13074732,0.0,0,0
310,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,4,3,7,3,1,0,0,0,7,0,7,0,0,2,3,1,0.0,176837172.6879249,0.0,0,0,0.0,38245121.951764055,0.0,0,0,592596.1440131378,34221561.73832255,9.805198242527614e-05,0,0,926463.4216341779,14261651.781499248,4.137672605021964e-05,0,0,0.0,89656908.29068159,0.0,0,0
311,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,2,0,0,0,3,2,0,0,0,1,0,0,3,1,0,0,0.0,0.0,0.0,0,0,0.0,95202239.80249318,0.0,0,0,4807107.695200608,20299287.62732069,0.0009942754065553527,0,0,112114325.99477732,8453407.696608048,0.0046364322338400266,0,0,0.0,25037214.086173728,0.0,0,0
312,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,7,0,1,7,7,0,0.0,32694901.094161935,0.0,0,0,3805643.2350541446,0.0,0.001014034704379097,0,0,0.0,0.0,0.0,0,0,150419.9125309447,22258486.725668453,1.9957639146922822e-05,0,0,0.0,100105457.62015328,0.0,0,0
313,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,0,0,0,6,1,2,0,0,5,0,0,1,0,0,0.0,32694901.094161935,0.0,0,0,1268547.7450180482,112832601.01821715,0.00014083815338598573,0,0,0.0,22167818.198803753,0.0,0,0,10043200.660682203,11068771.68625446,0.0005081902262726427,0,0,0.0,25037214.086173728,0.0,0,0
314,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,3,3,0,7,0,6,0,0,0,0,7,0,0,0,7,0,0.0,117657018.40774402,0.0,0,0,2827922.8377888505,66045103.44010488,0.000252123975209436,0,0,1185192.2880262756,0.0,0.00019610396485055228,0,0,613310.4465557091,14261651.781499248,2.7239379908263812e-05,0,0,2588019.6756572872,44193513.54513965,0.00021036883017274373,0,0
315,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,3,0,0,0,4,0,0,0,3,7,7,3,0,1,3,1,0.0,0.0,0.0,0,0,0.0,53358573.6002109,0.0,0,0,2399592.8030808135,62048975.90137317,0.0003965525365720697,0,0,689774.0622527598,24956580.074387155,3.095527116296523e-05,0,0,0.0,85064701.79229271,0.0,0,0
316,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,3,0,0,0,1,0,0,0,1,0,6,0,3,1,3,7,0.0,0.0,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,20299287.62732069,0.0,0,0,2409709.2502080435,22928006.72310114,0.00010168037321396965,0,0,0.0,106976640.0672256,0.0,0,0
317,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,3,1,0,7,4,5,7,0,0,0,6,0,0,5,0,0,0.0,103162272.0,0.0,0,0,0.0,220518144.5181843,0.0,0,0,1777788.4320394134,0.0,0.0002941559472758284,0,0,3604817.2476111436,12586457.998778107,0.00015174407553921861,0,0,0.0,36676675.840294495,0.0,0,0
318,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,3,6,0,0,0,0,2,3,2,3,1,0,0,0,0,0,0.0,60717312.0,0.0,0,0,5655845.675577701,42818415.6714978,0.000504247950418872,0,0,0.0,77341606.15846293,0.0,0,0,74081920.67105043,6320800.309666242,0.002302570884758667,0,0,0.0,0.0,0.0,0,0
319,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,2,0,0,1,0,0,0,2,7,0,2,0,0,7,4,1,0.0,32694901.0,0.0,0,0,3805643.2350541446,0.0,0.0004225144601579572,0,0,0.0,58768098.74581756,0.0,0,0,54277875.99305475,7332080.219521779,0.0022913843760837965,0,0,0.0,122653711.08936381,0.0,0,0
320,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,3,0,0,0,1,0,0,2,7,0,6,1,0,2,0,0,0.0,0.0,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,58768098.74581756,0.0,0,0,3484182.0361246467,20319063.206658736,0.00015309073844902143,0,0,0.0,27578229.96765524,0.0,0,0
321,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,2,0,0,0,0,3,0,0,0,0,1,0,0,1,3,0,0.0,0.0,0.0,0,0,1268547.7450180482,47842699.56310011,0.00014083815338598573,0,0,0.0,0.0,0.0,0,0,82585763.31447032,6320800.309666242,0.0034015482456474723,0,0,0.0,56425877.743436806,0.0,0,0
322,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,3,4,2,0,0,0,7,0,2,0,7,0,0.0,0.0,0.0,0,0,0.0,161032461.29393038,0.0,0,0,7198778.40924244,0.0,0.009913813414301743,0,0,1379548.1245055196,23537919.412238494,0.0005159211860494206,0,0,4541809.056612322,44193513.54513965,0.0030809175955523907,0,0
323,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,3,0,7,7,2,6,3,3,0,0,0,0.0,32694901.0,0.0,0,0,0.0,87722647.49511826,0.0,0,0,0.0,112999944.14175674,0.0,0,0,1204854.6251040217,34366332.62251639,0.0004236682217248736,0,0,14972351.988013336,0.0,0.010218717849258492,0,0
324,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,2,1,3,0,0,0,3,0,6,0,0,1,0,3,0,0.0,118999454.0,0.0,0,0,3805643.2350541446,0.0,0.002816763067719714,0,0,0.0,58926842.49039639,0.0,0,0,89174393.6550602,6320800.309666242,0.022189979296268852,0,0,0.0,30351526.042379983,0.0,0,0
325,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,3,0,7,1,0,0,3,3,7,0,2,0,0,0,4,1,0.0,109503342.08350585,0.0,0,0,5655845.675577701,47842699.56310011,0.000504247950418872,0,0,0.0,62048975.90137317,0.0,0,0,54232092.26700233,7332080.0,0.0018306268191768695,0,0,0.0,62015940.60605301,0.0,0,0
326,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,3,1,1,0,2,2,0,0,9,0,6,3,7,0,0,0,0.0,66507014.9338145,0.0,0,0,0.0,88613111.95505467,0.0,0,0,592596.1440131378,40609051.370577164,9.805198242527614e-05,0,0,1201605.7492037145,42225481.0,5.058135851307287e-05,0,0,14972351.988013336,0.0,0.001226246141911019,0,0
327,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,5,2,6,0,0,6,0,0,0.0,32694901.094161935,0.0,0,0,1268547.7450180482,42818415.6714978,0.00033801156812636565,0,0,0.0,77200940.92981233,0.0,0,0,3601987.279159907,12586457.0,0.0004545558615955304,0,0,0.0,40273672.383724004,0.0,0,0
328,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,3,1,1,0,0,3,0,5,2,4,7,0,3,2,0,0,0.0,66507014.9338145,0.0,0,0,1268547.7450180482,47842699.56310011,0.00011267052270878857,0,0,0.0,88426067.4046681,0.0,0,0,385114.05544363405,24956580.0,1.720479123919767e-05,0,0,0.0,27578229.96765524,0.0,0,0
329,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,2,0,0,0,3,0,0,0,3,0,6,7,0,1,3,0,0.0,0.0,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,24198032.45136138,0.0,0,0,3976242.243555946,30033571.0,0.00021512188140669628,0,0,0.0,56425877.743436806,0.0,0,0
330,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,3,1,0,4,3,4,0,0,6,0,6,0,0,5,3,0,0.0,82177854.37813279,0.0,0,0,0.0,106860238.4866137,0.0,0,0,592596.1440131378,31398797.71871161,9.805198242527614e-05,0,0,3611314.999411758,12586457.0,0.0001522617317270425,0,0,0.0,72580607.18485624,0.0,0,0
331,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,3,2,0,0,0,2,0,0,0,0,7,6,0,1,3,1,0.0,37255203.23710208,0.0,0,0,1268547.7450180482,42818415.6714978,0.00011267052270878857,0,0,0.0,0.0,0.0,0,0,75209.95626547236,30185557.33409556,3.326273191153804e-06,0,0,0.0,85064701.79229271,0.0,0,0
332,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,4,1,0,1,1,2,0,0,7,4,4,0,0,3,0,0,0.0,66507014.9338145,0.0,0,0,0.0,82526679.5239558,0.0,0,0,592596.1440131378,67626108.28683192,9.805198242527614e-05,0,0,13584085.495512903,9695195.36216505,0.0005386866108079795,0,0,0.0,30351526.042379983,0.0,0,0
333,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,3,0,0,0,0,5,0,5,0,0,6,0,0,6,3,0,0.0,0.0,0.0,0,0,1268547.7450180482,59410102.93073928,0.00011267052270878857,0,0,0.0,28798397.130608946,0.0,0,0,3601987.279159907,12586457.998778107,0.00015151862053184347,0,0,0.0,77404471.7832109,0.0,0,0
334,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,0,0,0,0,3,0,2,6,6,0,0,0,0,3,0,0.0,0.0,0.0,0,0,1268547.7450180482,47842699.56310011,0.00014083815338598573,0,0,0.0,96831107.04896954,0.0,0,0,105155797.20140636,0.0,0.004072321900216398,0,0,0.0,30351526.042379983,0.0,0,0
335,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,4,1,1,0,0,1,0,0,0,5,5,0,0,1,0,0,0.0,66507014.9338145,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,28798397.130608946,0.0,0,0,10055777.256834362,11068771.68625446,0.0004075541203072251,0,0,0.0,25037214.086173728,0.0,0,0
336,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,3,3,0.0,42291505.65437629,0.0,0,0,3824677.840576334,0.0,0.002843382486688724,0,0,0.0,20299287.62732069,0.0,0,0,99655963.6211471,6320800.309666242,0.026481645036425965,0,0,0.0,63921995.57957761,0.0,0,0
337,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,3,7,0,0,4,4,0,2,1,0,6,3,0,0,0,0,0.0,68139002.95605196,0.0,0,0,0.0,114392792.0,0.0,0,0,0.0,43878096.290305056,0.0,0,0,2079480.7193148104,22928006.72310114,8.917631754486893e-05,0,0,14406837.253104663,0.0,0.0011800538841008367,0,0
338,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,3,1,0,0,1,2,1,0,5,7,6,0,5,0,0,0,0.0,32694901.094161935,0.0,0,0,0.0,124827903.0,0.0,0,0,592596.1440131378,69280335.38441503,9.805198242527614e-05,0,0,2406460.3743077363,26127534.665142894,0.00010142154512005769,0,0,10797088.879506944,0.0,0.0008826756611327942,0,0
339,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6,1,6,3,0,6,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,56232105.137590505,0.0,0,0,1204854.6251040217,22928006.72310114,0.0001525205598209545,0,0,0.0,70903162.7249229,0.0,0,0
340,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,3,0,0,1,0,0,3,3,7,0,2,0,0,7,3,1,0.0,32694901.094161935,0.0,0,0,5655845.675577701,47842699.0,0.000504247950418872,0,0,0.0,62048975.90137317,0.0,0,0,54232092.26700233,7332080.219521779,0.0018306268191768695,0,0,0.0,117628654.87407616,0.0,0,0
341,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,7,1,6,0,0,0,3,0,0.0,32694901.094161935,0.0,0,0,3805643.2350541446,0.0,0.002816763067719714,0,0,0.0,82249684.10252997,0.0,0,0,3576834.08685559,12586457.998778107,0.0012459561829468455,0,0,2207275.2570001837,30351526.042379983,0.0014975143898738037,0,0
342,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,4,3,1,3,0,6,3,1,0,0,7,0,3,1,0,0,0.0,126829027.92959374,0.0,0,0,1268547.7450180482,124573879.0,0.00011267052270878857,0,0,0.0,20299287.62732069,0.0,0,0,1392124.7206576779,24956580.074387155,6.291248161504148e-05,0,0,2662861.8255437934,25037214.086173728,0.00022004143730441406,0,0
343,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,3,1,0,6,3,2,0,0,7,5,5,0,0,6,0,1,0.0,95486976.46933737,0.0,0,0,0.0,95202239.0,0.0,0,0,592596.1440131378,70656192.99188861,9.805198242527614e-05,0,0,10052528.380934056,11068771.68625446,0.0004072952922133131,0,0,0.0,70903162.7249229,0.0,0,0
344,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,4,1,0,3,0,2,0,0,0,0,5,0,0,7,0,3,0.0,76431543.68310125,0.0,0,0,1268547.7450180482,42818415.0,0.00011267052270878857,0,0,0.0,0.0,0.0,0,0,10043200.660682203,11068771.68625446,0.00040655218101811415,0,0,0.0,82593104.13074732,0.0,0,0
345,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,2,0,0,0,0,5,0,3,6,5,5,0,0,1,0,1,0.0,0.0,0.0,0,0,1268547.7450180482,59410102.93073928,0.00014083815338598573,0,0,0.0,97894021.5953229,0.0,0,0,10043200.660682203,11068771.68625446,0.0005081902262726427,0,0,0.0,50929971.20054293,0.0,0,0
346,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,3,3,0,0,1,0,0,1,5,3,7,3,4,1,3,0,0.0,42291505.65437629,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,79684620.92812404,0.0,0,0,309904.0991781617,38523445.297830656,1.3878518048043867e-05,0,0,1959299.268912304,56425877.743436806,0.00016162579638626188,0,0
347,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0,0,0,1,0,0,6,0,7,1,0,1,0,0,0.0,32694901.094161935,0.0,0,0,1274892.6135254446,38245121.951764055,0.00011373529946754894,0,0,0.0,31398797.71871161,0.0,0,0,999414.3859817985,22258486.725668453,4.5535125618498585e-05,0,0,32078254.021837167,25037214.086173728,0.0026533186922445898,0,0
348,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,3,0,2,3,0,7,0,1,0,0,0,0.0,0.0,0.0,0,0,1268547.7450180482,47842699.56310011,0.000938921022573238,0,0,0.0,48047840.36663434,0.0,0,0,385114.05544363405,22258486.725668453,0.00014337326032664725,0,0,18553980.706253305,0.0,0.012643779408847637,0,0
349,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,3,1,0,0,1,0,0,0,0,0,7,0,0,1,0,8,0.0,32694901.094161935,0.0,0,0,0.0,38245121.951764055,0.0,0,0,7198778.40924244,0.0,0.0011896576097162092,0,0,2069322.1867582793,14261651.781499248,9.286581348889568e-05,0,0,0.0,75156961.93789655,0.0,0,0
350,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,3,0,0,1,6,0,1,0,0,6,7,0,7,0,0,1,0.0,32694901.094161935,0.0,0,0,0.0,112832601.01821715,0.0,0,0,1185192.2880262756,31398797.71871161,0.00019610396485055228,0,0,613310.4465557091,32304948.475029543,2.7239379908263812e-05,0,0,15151842.913111318,25037214.086173728,0.001242139086214637,0,0
351,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,3,0,0,3,0,0,0,0,3,0,7,0,1,0,0,3,0.0,42291505.65437629,0.0,0,0,3805643.2350541446,0.0,0.0003380115681263657,0,0,0.0,24198032.45136138,0.0,0,0,150419.9125309447,22258486.725668453,6.652546382307608e-06,0,0,11853903.593925936,30351526.042379983,0.0009658649940870471,0,0
352,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,3,5,0,0,0,0,0,0,6,5,7,1,1,1,0,0,0.0,53972506.18695759,0.0,0,0,0.0,0.0,0.0,0,0,0.0,66629563.55863415,0.0,0,0,309904.0991781617,30528580.36230105,1.3878518048043867e-05,0,0,7285022.91999989,25037214.086173728,0.0006017086709950901,0,0
353,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,4,0,0,0,0,0,2,0,0,1,7,0,7,0,3,2,0.0,0.0,0.0,0,0,2537095.4900360964,42818415.6714978,0.00022534104541757714,0,0,0.0,20299287.62732069,0.0,0,0,150419.9125309447,32304948.475029543,6.652546382307608e-06,0,0,5926951.796962968,60854576.45659251,0.00048293249704352357,0,0
354,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,3,1,0,0,0,1,0,0,3,7,7,0,3,1,0,0,0.0,32694901.094161935,0.0,0,0,1268547.7450180482,38245121.951764055,0.00011267052270878857,0,0,0.0,62048975.90137317,0.0,0,0,385114.05544363405,24956580.074387155,1.720479123919767e-05,0,0,4622161.094456097,25037214.086173728,0.00038166723369067594,0,0
355,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,3,0,0,0,0,2,0,7,0,3,1,0,0,0,0,0,0.0,0.0,0.0,0,0,1268547.7450180482,42818415.6714978,0.00011267052270878857,0,0,0.0,64835987.44502628,0.0,0,0,74152857.58940716,6320800.309666242,0.002307055445027056,0,0,0.0,0.0,0.0,0,0
356,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,3,7,0,0,7,0,0,0,0,7,4,0,0,3,3,0,0.0,68139002.95605196,0.0,0,0,0.0,73315450.27094865,0.0,0,0,1185192.2880262756,34221561.73832255,0.00019610396485055228,0,0,13580836.619612597,9695195.36216505,0.0005384277827140676,0,0,0.0,63921995.57957761,0.0,0,0
357,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,3,2,7,3,1,0,0,0,0,0,7,3,0,0,0,3,0.0,167355240.67253488,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,0.0,0.0,0,0,309904.0991781617,24956580.074387155,1.3878518048043867e-05,0,0,12627028.90929034,30351526.042379983,0.0010343210320181927,0,0
358,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,3,0,0,0,3,4,1,1,0,0,2,0,0,1,0,0,0.0,0.0,0.0,0,0,0.0,155246504.8902788,0.0,0,0,0.0,20299287.62732069,0.0,0,0,54315605.78151123,7332080.219521779,0.0018361133187343697,0,0,0.0,25037214.086173728,0.0,0,0
359,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,5,0,2,0,1,2,0,1,1,0,0,0.0,0.0,0.0,0,0,3833136.868825947,59410102.93073928,0.0028510201168007137,0,0,0.0,43878096.290305056,0.0,0,0,64188418.82729849,14092235.304915495,0.01905763946322293,0,0,0.0,25037214.086173728,0.0,0,0
